uplift_score,uplift_segment,p_treatment,p_control,Converted
0.7208123,Persuadable,0.9823362,0.26152387,0
0.80487645,Persuadable,0.93452513,0.1296487,1
0.024316838,Lost Cause,0.03825219,0.013935352,0
0.53665245,Persuadable,0.868583,0.33193055,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.034145296,Lost Cause,0.06345983,0.029314531,0
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.80487645,Persuadable,0.93452513,0.1296487,1
0.40900266,Persuadable,0.67843026,0.2694276,0
0.06270635,Sure Thing,0.83262855,0.7699222,1
0.017382719,Lost Cause,0.082707286,0.06532457,1
0.6196445,Persuadable,0.93452513,0.3148806,0
0.101904884,Sleeping Dog,0.14892177,0.047016893,0
-0.012752086,Lost Cause,0.10563685,0.118388936,0
0.029206824,Lost Cause,0.033609975,0.004403151,0
0.48563913,Persuadable,0.50008655,0.014447432,0
-0.017927635,Lost Cause,0.018196218,0.036123853,0
0.4466065,Persuadable,0.8992772,0.45267072,1
0.09918974,Lost Cause,0.1168088,0.017619058,0
0.1142776,Persuadable,0.9427955,0.8285179,1
0.0471102,Sure Thing,0.9953517,0.9482415,1
0.25909132,Persuadable,0.9762641,0.7171728,1
0.5047419,Persuadable,0.91664493,0.411903,1
0.034362905,Lost Cause,0.06142455,0.027061643,0
0.112819076,Persuadable,0.94854206,0.835723,1
0.68422854,Persuadable,0.7866799,0.102451414,1
-0.11919767,Sure Thing,0.8157643,0.934962,1
0.695227,Persuadable,0.790439,0.09521201,1
-0.02580905,Sure Thing,0.86445,0.890259,1
0.044231713,Lost Cause,0.062421348,0.018189633,0
0.1571928,Sleeping Dog,0.2644087,0.10721591,0
0.11512444,Sleeping Dog,0.12880237,0.013677932,0
0.07526996,Lost Cause,0.088891,0.01362104,0
0.34904307,Sleeping Dog,0.47345942,0.124416344,0
0.5912348,Persuadable,0.70691687,0.11568209,0
0.19716465,Sleeping Dog,0.26358166,0.06641701,0
0.2795275,Sleeping Dog,0.40455067,0.12502317,0
0.22664845,Persuadable,0.71252185,0.4858734,0
0.030449238,Lost Cause,0.042932663,0.012483425,0
0.008946206,Lost Cause,0.056622084,0.047675878,0
0.5250793,Persuadable,0.79641825,0.27133894,1
0.10778921,Sleeping Dog,0.15697844,0.049189232,0
0.13429546,Sleeping Dog,0.15703653,0.02274106,0
0.695227,Persuadable,0.790439,0.09521201,1
0.3070578,Persuadable,0.8617508,0.554693,1
0.38590235,Persuadable,0.9516972,0.5657948,1
0.08836658,Lost Cause,0.16817272,0.079806134,0
0.246912,Persuadable,0.872865,0.625953,1
0.48576504,Persuadable,0.6678673,0.18210228,0
-0.17040181,Lost Cause,0.120128505,0.29053032,1
0.23472518,Sleeping Dog,0.39858282,0.16385764,1
0.028301716,Sure Thing,0.97074497,0.94244325,1
0.3780487,Sleeping Dog,0.39063853,0.012589832,0
0.36026204,Sleeping Dog,0.45208368,0.09182163,0
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.1252538,Persuadable,0.94362456,0.81837076,1
0.0013061743,Lost Cause,0.021504946,0.020198772,0
0.16306263,Sleeping Dog,0.2663979,0.103335254,0
0.040436886,Lost Cause,0.08122496,0.040788077,0
-0.003666997,Sure Thing,0.9856792,0.9893462,1
0.056898117,Lost Cause,0.06760034,0.010702221,0
0.19450879,Persuadable,0.91134834,0.71683955,1
0.11425492,Sleeping Dog,0.16042244,0.04616752,1
0.7963207,Persuadable,0.92685616,0.13053551,1
0.047687594,Lost Cause,0.09516476,0.047477167,0
0.3763855,Persuadable,0.96327686,0.58689135,1
0.22111003,Sleeping Dog,0.2331545,0.012044476,0
0.046700656,Sure Thing,0.98933685,0.9426362,1
0.3973745,Persuadable,0.790439,0.3930645,1
-0.14112791,Lost Cause,0.10653067,0.24765858,0
0.2921278,Persuadable,0.77251655,0.48038876,0
0.025413733,Lost Cause,0.07917226,0.053758528,0
0.07385647,Sure Thing,0.98154885,0.9076924,1
0.1333713,Persuadable,0.9484287,0.8150574,1
0.16117132,Sleeping Dog,0.29695323,0.13578191,0
0.34374082,Persuadable,0.7720647,0.42832386,0
0.027398348,Sure Thing,0.86398035,0.836582,1
0.33659697,Persuadable,0.9246902,0.5880932,1
0.03790219,Lost Cause,0.06385471,0.025952518,0
0.39395154,Persuadable,0.5123859,0.11843437,0
0.5722103,Persuadable,0.6961345,0.12392418,1
0.05909741,Lost Cause,0.40949342,0.350396,0
0.042877976,Lost Cause,0.06860256,0.025724586,0
0.18814194,Persuadable,0.8881205,0.69997853,1
-0.06828964,Lost Cause,0.25037456,0.3186642,1
0.5209116,Persuadable,0.8244915,0.30357993,1
0.04135873,Lost Cause,0.052968256,0.011609524,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
-0.015573025,Sure Thing,0.94913244,0.96470547,1
0.024121344,Sure Thing,0.9886622,0.96454084,1
0.038696952,Lost Cause,0.044766586,0.0060696322,0
-0.016322017,Lost Cause,0.29536313,0.31168514,0
0.054296628,Lost Cause,0.07079983,0.016503198,0
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
-0.026230574,Lost Cause,0.119138,0.14536858,0
0.008639216,Sure Thing,0.98020613,0.9715669,1
0.73520875,Persuadable,0.86942416,0.13421543,1
0.047968384,Lost Cause,0.057522055,0.009553672,0
0.5289724,Persuadable,0.6341406,0.105168216,1
0.25189918,Persuadable,0.95972764,0.70782846,1
0.21155569,Sleeping Dog,0.35467714,0.14312145,0
0.016562132,Lost Cause,0.041009724,0.024447592,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.1344235,Persuadable,0.9684665,0.834043,0
-0.036600113,Sure Thing,0.94294614,0.97954625,1
0.032442153,Sure Thing,0.9811586,0.94871646,1
0.23400098,Persuadable,0.83158886,0.5975879,1
0.00901103,Sure Thing,0.98864275,0.9796317,1
0.026994228,Sure Thing,0.9135431,0.8865489,1
0.43316782,Persuadable,0.9822348,0.54906696,1
0.054392874,Sure Thing,0.97959226,0.9251994,1
0.050919726,Lost Cause,0.05985673,0.008937004,0
-0.111783445,Sure Thing,0.78082114,0.8926046,1
0.0032456517,Sure Thing,0.98477477,0.9815291,1
0.19249547,Persuadable,0.9466316,0.75413615,1
0.122412466,Sleeping Dog,0.14249073,0.020078266,0
0.4121483,Persuadable,0.97229147,0.5601432,1
0.34391725,Persuadable,0.9629077,0.6189904,0
0.46421802,Persuadable,0.7286389,0.26442087,1
0.19249547,Persuadable,0.9466316,0.75413615,1
0.5112059,Persuadable,0.7627313,0.25152537,1
0.45937395,Persuadable,0.6541847,0.19481073,1
0.56965184,Persuadable,0.79954785,0.22989598,0
0.10699624,Persuadable,0.8810026,0.77400637,1
0.24616036,Sleeping Dog,0.2658045,0.019644147,0
0.31381023,Persuadable,0.80404735,0.49023712,1
0.0655995,Lost Cause,0.26625368,0.20065418,1
0.18884352,Sleeping Dog,0.49414632,0.3053028,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.23240006,Sleeping Dog,0.33645692,0.10405687,0
0.25961939,Sleeping Dog,0.3258006,0.06618122,0
0.08117166,Lost Cause,0.101249926,0.020078266,0
0.07233083,Lost Cause,0.10711567,0.03478484,0
0.07048996,Lost Cause,0.099502146,0.029012188,0
0.15069687,Sleeping Dog,0.37312716,0.22243029,0
0.2695865,Persuadable,0.60023654,0.33065003,0
0.0137684345,Sure Thing,0.9963587,0.98259026,1
0.031084418,Sure Thing,0.9977539,0.9666695,1
0.026039878,Lost Cause,0.03347748,0.007437604,0
-0.0919319,Lost Cause,0.0967818,0.1887137,0
-0.16224682,Lost Cause,0.15070558,0.3129524,0
0.52728516,Persuadable,0.6608667,0.1335815,0
-0.018979225,Lost Cause,0.019171603,0.03815083,0
0.37306732,Persuadable,0.9539592,0.5808919,1
0.514995,Persuadable,0.86005056,0.3450556,1
0.007134231,Lost Cause,0.022229642,0.015095411,0
0.23982418,Persuadable,0.9405582,0.700734,1
0.16541554,Sleeping Dog,0.22262774,0.057212204,0
0.29596287,Sleeping Dog,0.49531597,0.19935308,0
0.033462048,Sure Thing,0.9950003,0.96153826,1
0.0024918243,Lost Cause,0.013605014,0.01111319,0
0.054699477,Lost Cause,0.071022354,0.016322877,0
0.42971835,Persuadable,0.8168657,0.38714734,0
-0.031685412,Lost Cause,0.28307533,0.31476074,0
0.309057,Persuadable,0.75514305,0.44608605,1
0.4490116,Persuadable,0.818507,0.36949542,1
0.24205527,Sleeping Dog,0.31162712,0.06957185,0
0.014919411,Lost Cause,0.074599326,0.059679914,0
-0.18968828,Lost Cause,0.051144186,0.24083246,0
-0.058351874,Sure Thing,0.88399345,0.9423453,0
0.021689028,Lost Cause,0.4211095,0.39942047,0
0.015186012,Sure Thing,0.9965281,0.9813421,1
0.26768708,Sleeping Dog,0.38382953,0.116142444,0
-0.07779443,Sure Thing,0.8751524,0.95294684,1
-0.17526609,Sure Thing,0.7260558,0.9013219,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.15059896,Sleeping Dog,0.15888421,0.008285252,0
0.024491528,Lost Cause,0.043911792,0.019420264,0
0.13040906,Persuadable,0.93252844,0.8021194,1
-0.09212613,Sure Thing,0.62083554,0.7129617,0
0.41392425,Persuadable,0.55633205,0.1424078,1
0.31584984,Sleeping Dog,0.45796233,0.14211248,0
-0.084632084,Lost Cause,0.24306376,0.32769585,1
0.7963207,Persuadable,0.92685616,0.13053551,1
0.7963207,Persuadable,0.92685616,0.13053551,1
0.66719306,Persuadable,0.8002195,0.13302642,0
0.80487645,Persuadable,0.93452513,0.1296487,1
0.44043308,Persuadable,0.92685616,0.48642308,0
0.024121344,Sure Thing,0.9886622,0.96454084,1
0.80487645,Persuadable,0.93452513,0.1296487,1
0.21341932,Persuadable,0.96590203,0.7524827,1
-0.018125758,Lost Cause,0.059170105,0.07729586,0
0.40670562,Persuadable,0.97008264,0.563377,1
0.6542525,Persuadable,0.73272055,0.078468025,1
0.1976026,Sleeping Dog,0.2976116,0.10000899,0
0.0155588165,Lost Cause,0.038034175,0.022475358,0
0.56965184,Persuadable,0.79954785,0.22989598,0
0.2265045,Persuadable,0.96736866,0.74086416,1
0.07858688,Sure Thing,0.99163026,0.9130434,1
0.012154222,Sure Thing,0.85789114,0.8457369,1
0.5354939,Persuadable,0.82441837,0.28892446,1
0.6196445,Persuadable,0.93452513,0.3148806,1
0.23952796,Sleeping Dog,0.4601922,0.22066425,0
0.3973745,Persuadable,0.790439,0.3930645,1
0.13685566,Persuadable,0.87114036,0.7342847,1
0.067586154,Lost Cause,0.08373215,0.016145993,0
-0.17893451,Sure Thing,0.758765,0.9376995,1
0.44043308,Persuadable,0.92685616,0.48642308,1
0.116984904,Persuadable,0.9967225,0.8797376,1
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.44043308,Persuadable,0.92685616,0.48642308,1
0.17322785,Persuadable,0.7570659,0.58383805,1
-0.07555348,Sure Thing,0.7901652,0.86571866,1
0.31459886,Persuadable,0.99449414,0.6798953,1
0.108613275,Sleeping Dog,0.15525529,0.046642013,0
-0.109095395,Sure Thing,0.64940006,0.75849545,0
0.10837877,Persuadable,0.89098465,0.7826059,0
-0.043444037,Sure Thing,0.70124227,0.7446863,1
8.785725e-05,Sure Thing,0.9893551,0.98926723,1
-0.087648064,Lost Cause,0.37097627,0.45862433,0
0.0054125777,Lost Cause,0.016512806,0.011100228,0
0.12972945,Persuadable,0.9861886,0.85645914,1
-0.37650824,Lost Cause,0.29410034,0.6706086,1
0.56965184,Persuadable,0.79954785,0.22989598,0
-0.03423333,Sure Thing,0.81956494,0.8537983,1
-0.043444037,Sure Thing,0.70124227,0.7446863,1
0.56965184,Persuadable,0.79954785,0.22989598,0
0.16659218,Persuadable,0.580088,0.41349584,1
0.30313194,Sleeping Dog,0.44739714,0.14426519,0
0.0721274,Sure Thing,0.9861886,0.9140612,1
-0.06546962,Sure Thing,0.6206632,0.68613285,1
0.29106212,Persuadable,0.93951845,0.64845634,1
0.079122216,Lost Cause,0.10375158,0.024629366,0
-0.17153889,Sure Thing,0.73068386,0.90222275,1
0.13742101,Persuadable,0.96136904,0.823948,1
0.065346956,Sure Thing,0.9937697,0.92842275,1
0.36201257,Sleeping Dog,0.39858282,0.036570266,1
-0.17765743,Sure Thing,0.72476506,0.9024225,1
0.5698184,Persuadable,0.8323267,0.26250833,1
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.078641966,Lost Cause,0.10413552,0.025493557,0
0.35693067,Persuadable,0.8573224,0.5003917,1
-0.014750831,Lost Cause,0.0964975,0.11124833,1
-0.013175368,Sure Thing,0.95736,0.9705354,1
0.019725826,Lost Cause,0.04078943,0.021063603,0
-0.03612262,Sure Thing,0.7862941,0.8224167,0
0.0029690117,Lost Cause,0.021223204,0.018254193,0
0.041825756,Lost Cause,0.08175193,0.03992617,0
0.046394587,Sure Thing,0.9497374,0.90334284,1
0.52136004,Persuadable,0.8689681,0.3476081,0
0.22533321,Persuadable,0.93528336,0.70995015,1
0.56965184,Persuadable,0.79954785,0.22989598,0
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.14500646,Sleeping Dog,0.18018651,0.035180047,1
0.03482988,Lost Cause,0.08030769,0.04547781,0
0.43300635,Persuadable,0.9052162,0.47220987,1
0.5822805,Persuadable,0.86838734,0.2861068,1
0.008435786,Sure Thing,0.9200775,0.9116417,1
0.2647627,Persuadable,0.9739233,0.7091606,1
-0.0036418857,Lost Cause,0.015551128,0.019193014,0
0.26561677,Persuadable,0.83543944,0.56982267,1
0.0053150654,Sure Thing,0.99045956,0.9851445,1
0.3766811,Persuadable,0.9783975,0.6017164,1
-0.0068268795,Lost Cause,0.027553769,0.03438065,1
0.25209552,Persuadable,0.89075977,0.63866425,1
0.13609833,Persuadable,0.9540114,0.81791306,1
0.061762094,Sure Thing,0.9886622,0.9269001,1
0.07192652,Lost Cause,0.094402954,0.022476433,0
0.19269377,Sleeping Dog,0.26805443,0.075360656,0
0.51761377,Persuadable,0.8745785,0.3569647,1
0.046101335,Lost Cause,0.083105974,0.03700464,0
0.04162608,Lost Cause,0.111003615,0.069377534,0
0.44699174,Persuadable,0.81648076,0.369489,0
0.22987387,Sleeping Dog,0.26462337,0.034749504,0
-0.00434196,Sure Thing,0.920573,0.92491496,1
0.055134594,Sure Thing,0.9080989,0.8529643,1
0.023919582,Lost Cause,0.47661212,0.45269254,0
-0.18526377,Lost Cause,0.065990135,0.2512539,0
0.16972794,Sleeping Dog,0.222278,0.05255006,0
-0.19920942,Lost Cause,0.25460908,0.4538185,0
-0.0006096512,Lost Cause,0.023080409,0.02369006,0
0.1963289,Sleeping Dog,0.29997483,0.103645936,0
0.103630945,Sleeping Dog,0.11643707,0.012806123,0
0.041247588,Lost Cause,0.092339054,0.051091466,0
0.08087169,Lost Cause,0.10158725,0.020715564,0
0.042138305,Lost Cause,0.080117345,0.03797904,1
0.10865835,Sleeping Dog,0.13849784,0.029839495,0
0.20872724,Persuadable,0.9928443,0.78411704,1
0.036200345,Lost Cause,0.07596375,0.039763406,0
0.22484316,Sleeping Dog,0.36773542,0.14289226,0
0.26972473,Sleeping Dog,0.36991674,0.10019201,0
0.10875663,Sleeping Dog,0.16354969,0.05479306,1
0.39362514,Persuadable,0.79550946,0.40188432,0
-0.03107437,Lost Cause,0.010816893,0.041891262,0
0.45255023,Persuadable,0.564245,0.111694746,1
0.22417946,Sleeping Dog,0.24335115,0.019171685,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.15797573,Persuadable,0.7716751,0.6136994,0
-0.11794788,Sure Thing,0.640556,0.75850385,1
0.049101174,Sure Thing,0.98508936,0.9359882,1
0.07307416,Sure Thing,0.9952868,0.92221266,1
0.3775079,Persuadable,0.8050737,0.42756578,1
0.40023187,Persuadable,0.7861241,0.38589224,1
0.20867348,Sleeping Dog,0.29479697,0.08612349,0
0.035669506,Lost Cause,0.24702828,0.21135877,0
0.17296053,Sleeping Dog,0.26516336,0.09220283,0
0.012100426,Lost Cause,0.022822227,0.010721802,0
0.11181702,Sleeping Dog,0.12378809,0.011971071,0
0.24761477,Sleeping Dog,0.30551538,0.057900615,0
0.13842991,Sleeping Dog,0.39431936,0.25588945,0
0.8228392,Persuadable,0.93336034,0.11052116,0
0.11800492,Persuadable,0.96852756,0.85052264,1
-0.05202517,Lost Cause,0.33915535,0.39118052,0
0.004180029,Lost Cause,0.12849832,0.12431829,1
0.46066242,Persuadable,0.70166373,0.24100132,0
0.31655982,Persuadable,0.76140785,0.44484803,0
0.053344157,Lost Cause,0.09705648,0.04371232,0
0.10544503,Persuadable,0.96125996,0.85581493,1
0.045957822,Lost Cause,0.07772135,0.031763528,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.30047742,Persuadable,0.7056238,0.4051464,0
0.14606866,Sleeping Dog,0.23235396,0.08628529,0
-0.1936883,Lost Cause,0.2905221,0.4842104,0
0.7804656,Persuadable,0.97147375,0.19100817,0
0.3147113,Persuadable,0.6524138,0.33770248,0
-0.014134258,Lost Cause,0.06296695,0.07710121,0
-0.048703432,Sure Thing,0.7689684,0.81767184,1
0.3353123,Persuadable,0.9671862,0.6318739,1
0.08865443,Lost Cause,0.12875813,0.0401037,0
0.7963207,Persuadable,0.92685616,0.13053551,1
0.21168488,Persuadable,0.94229746,0.7306126,1
0.023933392,Lost Cause,0.06680026,0.042866867,0
0.41536558,Persuadable,0.8312863,0.41592073,0
0.1267454,Sleeping Dog,0.19330154,0.06655614,0
-0.03755772,Lost Cause,0.47136152,0.50891924,1
-0.024336286,Lost Cause,0.092531465,0.11686775,0
-0.123900235,Lost Cause,0.3612924,0.48519263,0
0.049644798,Lost Cause,0.0750642,0.025419397,0
0.108222306,Persuadable,0.71126425,0.60304195,1
0.06158839,Lost Cause,0.10144539,0.039857,0
0.05500412,Lost Cause,0.07489754,0.019893425,0
0.105881244,Sleeping Dog,0.359224,0.25334275,1
0.06619483,Sure Thing,0.866385,0.80019015,1
-0.10669491,Lost Cause,0.27378473,0.38047963,0
0.48280567,Persuadable,0.74525434,0.26244867,1
0.21403715,Sleeping Dog,0.35053533,0.13649818,0
0.012929797,Sure Thing,0.97414184,0.96121204,1
0.2182923,Persuadable,0.8737415,0.6554492,1
0.20749158,Sleeping Dog,0.47899818,0.2715066,1
0.13284409,Persuadable,0.8931933,0.7603492,1
-0.09592646,Sure Thing,0.6917403,0.78766674,1
0.23309046,Sleeping Dog,0.29541615,0.062325682,0
0.2923981,Persuadable,0.9357997,0.6434016,1
0.01287696,Lost Cause,0.024202475,0.011325515,0
0.259139,Sleeping Dog,0.3481154,0.08897642,0
0.44043308,Persuadable,0.92685616,0.48642308,1
0.17776611,Sleeping Dog,0.25232992,0.0745638,0
0.0378946,Lost Cause,0.05821078,0.02031618,0
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.36201257,Sleeping Dog,0.39858282,0.036570266,1
0.012388371,Lost Cause,0.09167126,0.07928289,0
0.104647696,Persuadable,0.5434757,0.438828,0
0.099856555,Sure Thing,0.9168151,0.81695855,1
0.005441889,Lost Cause,0.013234063,0.007792174,0
0.008047219,Lost Cause,0.06308567,0.05503845,0
0.14862159,Sleeping Dog,0.21945482,0.07083324,0
0.6632189,Persuadable,0.67287827,0.009659368,0
0.032782964,Lost Cause,0.07158884,0.038805872,1
0.56965184,Persuadable,0.79954785,0.22989598,0
0.12827826,Persuadable,0.97503906,0.8467608,1
0.6632189,Persuadable,0.67287827,0.009659368,0
0.113877654,Persuadable,0.8852331,0.77135545,1
0.5083678,Persuadable,0.6677199,0.1593521,1
0.44043308,Persuadable,0.92685616,0.48642308,1
0.34451157,Persuadable,0.98013777,0.6356262,1
-0.23805657,Lost Cause,0.38162372,0.6196803,1
0.13742101,Persuadable,0.96136904,0.823948,1
0.29868874,Sleeping Dog,0.39063853,0.0919498,1
0.08799712,Lost Cause,0.10231691,0.014319783,0
0.08075219,Lost Cause,0.10563685,0.024884665,0
0.17047326,Sleeping Dog,0.22299428,0.05252102,0
0.56965184,Persuadable,0.79954785,0.22989598,0
0.011699716,Lost Cause,0.032351445,0.02065173,0
0.043425914,Lost Cause,0.08016187,0.036735956,0
0.013452411,Sure Thing,0.9805368,0.9670844,1
0.14729539,Sleeping Dog,0.17429702,0.027001632,0
0.18152684,Persuadable,0.5286696,0.34714276,1
-0.03235242,Lost Cause,0.059473414,0.091825835,0
-0.0089530945,Sure Thing,0.9812898,0.9902429,1
0.3505293,Persuadable,0.91072255,0.56019324,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.024563622,Lost Cause,0.046721287,0.022157665,0
-0.28772813,Lost Cause,0.2803201,0.56804824,1
0.12761611,Persuadable,0.9114202,0.7838041,1
-0.026011962,Lost Cause,0.013787043,0.039799005,0
0.023934476,Lost Cause,0.110622875,0.0866884,0
0.24707389,Persuadable,0.8169157,0.5698418,0
0.057300594,Lost Cause,0.075524256,0.018223662,0
0.038244076,Lost Cause,0.07985931,0.041615233,0
0.4627866,Persuadable,0.63552845,0.17274182,1
0.05364167,Lost Cause,0.079372644,0.025730975,0
0.23472518,Sleeping Dog,0.39858282,0.16385764,0
-0.18874237,Lost Cause,0.3318067,0.52054906,0
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.0023753457,Lost Cause,0.021878466,0.01950312,0
0.2857067,Persuadable,0.8248072,0.5391005,0
0.26706883,Persuadable,0.60668766,0.33961883,0
0.1359159,Sleeping Dog,0.22407313,0.08815723,0
0.7802172,Persuadable,0.9642599,0.18404278,1
-0.015908021,Lost Cause,0.04680181,0.06270983,0
0.088502765,Sure Thing,0.9951109,0.90660816,1
0.0020379778,Lost Cause,0.021456255,0.019418277,0
0.39941955,Persuadable,0.70996684,0.3105473,0
0.26897812,Sleeping Dog,0.29716262,0.028184494,0
-0.012337029,Sure Thing,0.94470847,0.9570455,1
0.1717782,Sleeping Dog,0.2623526,0.090574384,0
0.26598448,Persuadable,0.769136,0.50315154,0
0.21257204,Persuadable,0.98571485,0.7731428,1
0.7963207,Persuadable,0.92685616,0.13053551,1
0.17766082,Persuadable,0.9712668,0.793606,1
-0.22659957,Lost Cause,0.07070831,0.29730788,0
0.48853922,Persuadable,0.8386084,0.35006917,0
0.21727882,Sleeping Dog,0.46089652,0.2436177,1
0.1910054,Sleeping Dog,0.21917395,0.028168557,0
0.019719763,Lost Cause,0.032107916,0.012388153,0
-0.18167242,Lost Cause,0.08214304,0.26381546,0
0.4810561,Persuadable,0.58824563,0.10718953,0
0.06198615,Sure Thing,0.8688473,0.80686116,1
0.52634645,Persuadable,0.64170766,0.11536119,0
-0.2579352,Lost Cause,0.06492502,0.3228602,1
0.56965184,Persuadable,0.79954785,0.22989598,0
0.36201257,Sleeping Dog,0.39858282,0.036570266,0
0.1616178,Sleeping Dog,0.3868597,0.22524188,0
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.027271725,Lost Cause,0.048467174,0.021195449,0
0.14230454,Persuadable,0.9512721,0.80896753,1
0.61525524,Persuadable,0.8420247,0.22676946,1
0.29578048,Persuadable,0.7269076,0.43112713,1
0.026078884,Lost Cause,0.058669996,0.032591112,0
0.44043308,Persuadable,0.92685616,0.48642308,1
0.3713286,Persuadable,0.9749118,0.6035832,1
0.110753715,Persuadable,0.9937697,0.883016,1
0.004252732,Sure Thing,0.9826537,0.97840095,1
-0.0059895627,Lost Cause,0.04721985,0.053209413,0
0.41557842,Persuadable,0.9138878,0.49830937,1
0.032814145,Sure Thing,0.98592514,0.953111,1
0.0075464845,Sure Thing,0.9875392,0.9799927,1
0.34398586,Sleeping Dog,0.3873789,0.043393046,0
0.07672191,Sure Thing,0.68848336,0.61176145,1
0.63650084,Persuadable,0.92937106,0.2928702,1
0.26667428,Sleeping Dog,0.45527264,0.18859836,1
0.08370344,Lost Cause,0.1656634,0.08195996,0
0.2917156,Persuadable,0.541302,0.24958643,0
0.13625292,Sleeping Dog,0.14541085,0.009157929,0
0.23242907,Sleeping Dog,0.4537102,0.22128113,0
0.029206824,Lost Cause,0.033609975,0.004403151,0
0.04511597,Lost Cause,0.0639556,0.01883963,0
0.06941694,Sure Thing,0.978182,0.9087651,1
0.03214188,Lost Cause,0.053429622,0.021287743,0
0.038653135,Sure Thing,0.9842725,0.94561934,1
0.12287468,Persuadable,0.9759208,0.8530461,1
0.48008803,Persuadable,0.9284207,0.4483327,1
0.16856736,Persuadable,0.96215254,0.7935852,0
0.11832196,Sleeping Dog,0.1286251,0.01030313,1
0.025527477,Sure Thing,0.9395896,0.91406214,1
0.47726917,Persuadable,0.88782716,0.410558,0
0.03379796,Lost Cause,0.06239741,0.028599449,0
0.3646297,Persuadable,0.858619,0.4939893,1
0.017986001,Lost Cause,0.024592914,0.0066069127,0
0.5179589,Persuadable,0.600571,0.08261212,0
-0.045303106,Sure Thing,0.79136705,0.83667016,1
0.13742101,Persuadable,0.96136904,0.823948,1
0.37624484,Sleeping Dog,0.3842308,0.007985947,0
0.05889244,Lost Cause,0.11043464,0.051542196,0
0.067153476,Lost Cause,0.08543791,0.018284433,0
0.2821577,Sleeping Dog,0.3063446,0.024186905,1
0.43560869,Persuadable,0.52213734,0.086528644,1
0.20586371,Sleeping Dog,0.30584463,0.09998092,1
0.067428246,Lost Cause,0.10821778,0.04078954,0
0.101671994,Persuadable,0.9626521,0.8609801,1
-0.0011821538,Lost Cause,0.075553864,0.07673602,0
-0.007362485,Sure Thing,0.963753,0.97111547,1
0.010358083,Lost Cause,0.023483282,0.013125199,0
-0.0035074353,Sure Thing,0.98232365,0.9858311,1
0.019105958,Lost Cause,0.02500725,0.0059012924,0
0.47748294,Persuadable,0.9262341,0.44875118,0
0.29115754,Sleeping Dog,0.38636956,0.09521201,0
0.044313073,Sure Thing,0.98586035,0.9415473,1
0.23732537,Persuadable,0.80523133,0.56790596,0
0.29105234,Sleeping Dog,0.3937839,0.10273155,0
0.031954825,Sure Thing,0.9627696,0.9308148,1
0.008103639,Lost Cause,0.024969358,0.01686572,0
0.34651417,Persuadable,0.8704633,0.52394915,1
0.39035243,Persuadable,0.9756216,0.58526915,1
0.15839098,Sleeping Dog,0.35294914,0.19455816,0
0.50736487,Persuadable,0.908623,0.40125814,1
0.14414674,Persuadable,0.9266742,0.78252745,1
0.101765834,Sleeping Dog,0.14462975,0.042863913,0
0.15484041,Persuadable,0.6996947,0.5448543,0
0.12094724,Persuadable,0.7145379,0.5935907,0
0.2822106,Persuadable,0.8084405,0.5262299,1
0.06925008,Lost Cause,0.3178599,0.24860981,0
0.07849789,Sure Thing,0.8071227,0.7286248,1
0.23740673,Persuadable,0.7735925,0.53618574,1
0.028386008,Lost Cause,0.06181271,0.033426702,0
-0.019777536,Sure Thing,0.9542305,0.974008,1
0.18287909,Persuadable,0.9602488,0.77736974,1
0.033782266,Lost Cause,0.11352596,0.07974369,0
0.5245481,Persuadable,0.62071556,0.09616746,1
0.020771101,Lost Cause,0.026513115,0.005742014,0
-0.028139263,Lost Cause,0.15196542,0.18010469,0
-0.1176863,Lost Cause,0.25550264,0.37318894,1
0.2944505,Sleeping Dog,0.34954882,0.055098318,0
0.020457834,Lost Cause,0.42861947,0.40816164,0
0.008688152,Sure Thing,0.9910415,0.9823533,1
0.07395913,Lost Cause,0.11633901,0.042379886,0
0.31120282,Sleeping Dog,0.39708865,0.08588583,0
0.56965184,Persuadable,0.79954785,0.22989598,0
0.08402407,Sure Thing,0.9189093,0.83488524,1
0.37379855,Sleeping Dog,0.46099237,0.087193824,0
0.12118417,Sleeping Dog,0.1349735,0.013789326,0
0.08939737,Sure Thing,0.9322078,0.84281045,1
0.04459688,Lost Cause,0.18568046,0.14108358,0
-0.012723446,Sure Thing,0.8701378,0.88286126,1
